converted,GameLevel,NumGameDays,NumGameDays4Plus,NumInGameMessagesSent,NumSpaceHeroBadges,NumFriendRequestIgnored,NumFriends,AcquiredSpaceship,AcquiredIonWeapon,TimesLostSpaceship,TimesKilled,TimesCaptain,TimesNavigator,PurchasedCoinPackSmall,PurchasedCoinPackLarge,NumAdsClicked,DaysUser,UserConsole,UserHasOldOS
no,2,3,0,35,0,22,30,no,no,0,0,0,2,yes,no,3,1705,yes,no
no,9,10,0,0,0,3,5,yes,no,1,0,0,2,no,yes,12,2404,yes,no
no,5,20,2,114,0,63,0,yes,no,6,0,0,0,no,no,9,2343,yes,no
no,6,12,0,64,0,2,0,no,no,2,0,0,0,no,yes,10,3592,yes,no
no,10,17,4,0,1,1,88,yes,no,0,0,2,3,no,no,10,2647,yes,no
no,6,11,0,103,0,0,0,no,no,9,0,0,0,yes,yes,9,2769,yes,no
no,10,11,0,128,0,51,0,no,no,23,3,0,0,no,no,8,1858,yes,no
no,10,14,2,189,3,87,99,yes,no,17,0,0,1,no,no,18,1370,no,yes
yes,10,16,0,0,0,12,21,no,no,0,0,0,0,yes,no,9,3804,no,no
no,8,14,0,0,0,0,0,no,no,8,0,0,0,yes,no,4,3562,yes,no
yes,8,11,1,0,0,0,193,yes,yes,0,0,0,0,yes,yes,18,2343,yes,no
no,9,24,0,33,0,9,12,no,no,2,0,0,0,no,yes,15,1948,yes,no
no,4,1,0,0,0,0,0,no,no,0,0,0,0,no,yes,0,2374,yes,no
no,2,21,0,0,0,0,57,no,no,1,0,0,0,no,no,23,3378,yes,yes
no,4,10,0,0,1,0,4,yes,no,0,0,0,0,yes,no,2,2922,yes,no
no,4,15,0,0,0,0,0,no,no,0,0,0,0,yes,no,5,3927,yes,no
no,3,9,0,0,0,0,0,no,no,0,0,0,0,no,no,6,3258,no,no
no,8,1,0,0,0,22,0,no,no,0,0,3,0,yes,no,9,1370,yes,no
no,9,10,5,273,0,47,176,yes,no,28,0,30,0,yes,no,10,1978,yes,no
no,8,24,0,14,0,15,3,no,no,1,0,0,0,no,no,17,3562,yes,no
no,8,18,0,26,0,25,201,no,no,0,0,2,0,yes,no,4,1889,yes,no
no,2,20,2,169,0,61,0,yes,no,3,0,0,0,no,no,6,3653,yes,no
yes,6,7,0,0,0,0,156,no,no,0,0,0,0,no,no,9,1400,yes,no
no,5,13,0,0,0,0,0,no,no,0,0,1,0,no,no,4,2162,yes,no
no,9,20,4,195,0,57,23,yes,no,13,0,0,0,no,no,11,2131,yes,no
no,7,8,0,87,0,54,0,no,no,7,0,0,0,no,no,7,2192,yes,no
no,5,8,0,0,0,0,0,no,no,2,0,1,0,yes,yes,9,2374,yes,no
no,5,17,0,35,2,54,70,no,no,0,0,0,0,no,no,23,2557,yes,no
no,2,8,6,543,0,116,14,no,no,5,0,0,0,yes,no,8,1978,no,no
no,4,18,0,149,0,42,267,no,no,0,0,0,0,no,no,13,2039,yes,no
no,1,22,1,100,0,19,0,no,no,11,0,1,0,no,no,8,2619,yes,no
no,7,16,0,0,0,0,20,no,no,0,0,0,0,no,yes,5,3957,yes,no
no,5,7,0,0,0,0,49,no,no,0,0,20,5,no,no,10,2009,no,no
no,8,3,0,7,0,3,78,no,no,0,0,0,0,no,no,1,1523,no,no
no,7,17,0,202,0,69,117,no,no,94,3,0,0,yes,no,2,2131,yes,no
no,7,13,0,39,0,0,0,no,no,3,0,0,0,no,no,11,3439,yes,no
no,8,15,0,249,9,52,10,no,no,18,0,0,0,yes,no,9,1644,yes,no
no,9,14,0,0,0,0,7,no,no,0,0,0,0,no,no,16,2953,yes,no
no,4,16,0,155,0,51,1,no,no,9,0,6,0,no,no,6,2647,yes,no
no,8,14,5,70,0,62,0,yes,no,8,0,0,1,no,yes,11,3044,no,no
no,8,3,0,8,0,25,7,no,no,0,0,0,0,no,no,6,2192,yes,no
no,5,13,0,0,0,15,18,no,no,0,0,0,0,no,no,4,2192,no,no
no,8,3,0,0,0,0,4,no,no,0,0,0,0,no,no,5,2404,yes,no
no,9,13,2,0,0,0,151,no,no,0,0,0,0,no,yes,0,1523,yes,no
no,10,21,1,336,0,98,23,no,no,23,0,0,0,no,no,20,2861,yes,no
no,10,14,1,303,0,50,0,yes,no,12,0,5,12,no,yes,7,1674,yes,no
no,4,4,0,1,1,40,1,no,no,0,0,0,0,no,no,21,3105,yes,no
no,7,13,1,112,0,88,0,yes,no,5,0,2,0,yes,yes,9,3896,yes,no
no,6,1,0,0,0,5,6,yes,no,0,0,0,3,no,yes,3,2496,yes,no
no,4,17,0,0,0,0,0,no,no,0,0,0,0,no,yes,5,2254,no,no
no,2,4,0,0,4,1,110,no,no,0,0,0,0,yes,no,3,2374,yes,no
no,10,24,0,0,0,39,161,no,no,0,0,0,0,yes,no,10,2404,yes,no
no,10,17,0,17,0,4,0,no,no,0,0,0,0,no,yes,6,3804,yes,no
no,6,6,3,0,2,0,2,no,no,0,0,17,4,yes,no,3,2496,yes,no
no,7,3,0,260,1,83,319,no,no,0,0,0,0,no,no,24,2131,yes,no
no,8,9,5,249,0,39,0,no,no,0,0,0,0,yes,yes,6,3166,yes,no
no,4,13,0,265,0,57,0,no,no,28,0,31,0,yes,no,11,2192,yes,no
no,5,16,0,0,0,0,2,no,no,0,0,0,0,yes,no,7,1523,yes,no
yes,5,9,0,214,3,18,22,no,no,0,0,0,0,no,no,4,2647,yes,no
yes,2,7,0,0,0,0,28,no,no,0,0,0,0,yes,yes,22,1766,yes,no
no,1,1,0,0,0,0,3,no,no,0,0,0,0,no,no,14,3865,yes,no
no,1,18,0,0,0,0,21,no,no,0,0,0,0,yes,yes,32,2404,yes,no
no,8,19,5,275,0,13,0,yes,no,0,17,0,0,no,yes,3,2343,yes,no
no,9,17,3,100,8,8,81,yes,no,1,0,16,12,no,no,4,3804,yes,no
no,10,19,2,0,0,0,0,yes,no,0,0,0,0,yes,yes,2,1797,yes,no
no,2,4,0,0,1,0,97,no,no,0,0,0,0,yes,no,2,2557,yes,no
no,10,23,0,38,0,49,6,no,no,26,0,1,1,no,no,2,1644,yes,no
no,2,2,0,0,0,0,0,no,no,0,0,0,0,no,no,8,3623,yes,no
no,1,3,0,41,0,13,0,no,no,0,0,0,0,no,no,10,2892,yes,no
no,7,6,0,0,0,0,0,no,no,0,0,0,0,no,no,3,2800,yes,no
no,6,3,0,39,0,0,0,no,no,0,0,0,0,no,no,4,2708,yes,no
no,10,19,0,0,7,71,302,yes,no,1,31,0,0,yes,no,2,1339,no,no
no,9,18,0,53,0,40,0,no,no,0,0,0,0,no,no,0,3105,yes,no
no,7,1,0,0,0,5,3,no,no,0,0,0,1,no,no,24,3988,yes,no
no,10,20,2,128,0,17,0,yes,no,1,0,8,0,no,yes,5,3927,yes,no
no,3,22,0,0,0,0,0,no,no,0,0,0,0,no,yes,11,2619,yes,no
no,5,1,0,0,0,1,1,no,no,0,0,0,0,no,no,11,3623,yes,no
no,9,14,1,102,2,55,16,no,no,4,0,0,0,no,no,27,2588,no,no
no,5,17,0,5,0,12,91,no,no,0,0,1,0,yes,no,4,2861,yes,no
yes,5,17,0,55,0,0,5,no,no,4,0,0,0,yes,no,11,2192,yes,no
yes,10,22,0,0,0,0,20,no,no,0,5,0,0,no,no,24,2953,yes,no
no,8,14,6,234,0,28,0,yes,no,0,0,0,1,no,no,8,2922,no,no
no,10,18,0,52,0,3,0,no,no,0,0,0,0,no,yes,2,3865,yes,no
no,10,25,0,307,0,55,8,no,no,15,0,0,0,no,no,7,2708,yes,no
no,10,23,1,201,0,83,35,yes,no,105,0,0,0,yes,yes,14,2619,yes,no
no,8,15,0,460,0,46,1,no,no,16,0,0,0,no,no,1,2984,yes,yes
no,2,1,0,0,0,91,1,no,no,0,0,5,0,no,no,2,2070,yes,no
yes,9,22,0,0,0,46,329,no,no,1,0,20,3,yes,yes,5,1613,yes,no
no,6,1,0,0,0,0,0,no,no,1,0,0,0,no,yes,12,4108,yes,no
no,1,1,0,0,0,0,0,no,no,0,0,0,0,no,no,4,2831,yes,no
no,3,12,3,0,0,0,18,yes,no,7,0,1,3,no,no,2,2223,yes,no
no,7,18,0,3,0,0,0,no,no,0,0,0,0,no,yes,4,2892,yes,no
no,2,6,3,1,0,0,11,no,no,0,0,0,0,no,yes,7,3562,no,no
no,1,3,0,0,0,0,0,no,no,0,0,0,0,no,no,12,3378,yes,no
no,9,22,1,53,10,14,93,yes,no,3,0,0,3,yes,no,6,3743,yes,no
no,6,14,13,0,0,1,0,yes,no,0,0,0,0,no,no,3,1917,yes,no
no,2,12,0,0,0,4,0,no,no,0,0,0,0,no,no,2,2588,yes,yes
no,4,7,0,8,0,0,0,no,no,0,0,0,0,no,no,3,2800,yes,no
no,8,9,0,0,0,7,6,yes,no,0,0,0,0,no,no,11,2922,yes,no
yes,7,19,0,203,1,87,2,no,no,1,0,4,1,no,yes,3,1797,yes,no
no,7,20,0,8,0,0,0,yes,no,2,0,0,0,no,yes,1,1978,yes,no
no,6,2,0,78,10,76,36,no,no,0,0,12,0,no,no,1,1917,yes,yes
yes,10,4,0,0,0,0,190,yes,no,0,0,0,0,yes,no,19,2588,yes,no
no,7,10,0,89,0,120,9,no,no,5,0,0,0,no,yes,2,2466,yes,no
no,4,12,0,0,0,0,0,no,no,1,0,1,0,no,no,3,3288,no,no
no,1,3,0,0,0,0,0,no,no,0,0,0,0,yes,yes,5,3743,yes,no
no,8,19,0,114,0,1,0,no,no,2,0,44,0,no,yes,8,2282,no,no
no,5,21,7,241,0,117,3,yes,no,0,0,0,0,no,yes,28,3835,yes,yes
no,6,7,0,31,7,0,49,no,no,0,0,0,0,no,yes,11,3105,yes,no
no,7,20,0,51,8,64,104,no,no,5,0,5,0,no,no,1,3197,yes,no
no,6,2,0,0,1,11,208,no,no,0,0,0,0,no,no,23,1278,yes,no
no,3,2,0,0,0,0,0,no,no,0,0,0,0,no,no,10,2282,yes,yes
no,10,11,10,143,1,0,212,no,no,0,0,0,0,no,no,6,2009,no,yes
no,9,1,0,0,0,34,9,no,no,1,0,0,0,no,no,3,1917,yes,no
yes,3,19,2,388,5,105,5,no,no,9,0,6,3,no,no,20,2435,yes,no
no,5,7,0,0,0,0,0,no,no,0,0,3,0,no,no,3,2739,no,no
no,10,18,0,122,0,13,1,no,no,46,0,0,0,no,no,16,1948,yes,no
yes,6,25,0,166,3,80,26,no,no,12,0,0,0,no,no,21,3378,yes,no
yes,5,15,0,0,0,0,22,no,no,0,0,0,74,no,yes,3,2254,yes,no
no,3,18,0,17,0,5,154,no,no,0,0,0,2,yes,no,22,1797,yes,yes
no,9,18,7,0,0,0,0,yes,no,9,0,0,16,no,no,10,2223,yes,no
no,5,16,5,291,9,103,27,yes,no,0,0,7,0,yes,no,11,1674,yes,no
no,2,3,0,1,4,0,19,no,no,0,0,0,1,no,yes,10,3500,yes,no
no,4,2,2,203,0,45,0,yes,no,0,0,0,1,no,no,4,2162,yes,no
no,8,15,5,232,0,62,0,yes,no,10,0,0,0,yes,no,2,2496,yes,no
no,7,7,0,0,1,0,11,no,no,0,0,0,0,yes,no,11,2800,yes,no
no,6,18,0,53,5,50,347,no,no,0,0,0,0,yes,no,0,2282,yes,no
yes,7,20,13,0,0,2,12,no,no,2,0,0,22,no,no,5,2404,yes,no
no,10,28,5,485,6,112,410,yes,no,25,0,1,0,no,no,2,1705,yes,no
no,6,10,0,106,0,0,1,yes,no,0,0,0,0,no,no,3,2588,yes,no
no,8,22,16,0,0,24,8,yes,no,2,0,1,5,no,no,14,1948,yes,no
yes,1,21,0,0,0,0,1,yes,no,0,0,0,0,no,yes,5,1644,yes,no
no,8,18,1,52,2,119,177,no,no,11,0,0,1,yes,no,3,2678,yes,no
no,8,23,0,102,0,96,279,no,no,40,0,0,0,yes,no,5,2739,yes,no
no,6,15,0,79,0,36,131,no,no,0,0,0,0,yes,no,3,2223,yes,yes
no,9,16,2,76,0,63,0,yes,no,0,0,0,0,yes,no,2,1948,yes,no
no,6,8,4,45,0,0,3,yes,no,0,0,0,0,yes,no,5,3988,yes,no
no,10,23,5,59,0,0,0,no,no,2,0,2,0,no,no,9,2162,no,no
yes,4,4,0,30,1,64,209,no,no,0,0,9,0,no,yes,19,2192,no,no
no,8,19,0,223,0,58,2,no,no,0,0,13,0,no,yes,18,3166,yes,no
yes,7,6,0,0,0,1,6,no,no,0,0,0,0,no,yes,17,3135,yes,no
no,4,2,0,75,0,1,0,no,no,21,0,0,0,no,no,7,2254,yes,no
no,10,14,10,134,0,86,0,yes,no,4,0,0,0,no,no,12,2588,yes,no
no,10,9,0,0,0,13,0,no,no,0,0,0,0,no,no,3,1858,no,no
no,5,17,1,120,0,83,0,yes,no,2,0,1,5,no,no,7,2404,yes,no
yes,7,25,0,0,0,3,281,no,no,0,0,0,0,no,no,10,1917,yes,no
no,10,26,0,224,1,116,33,yes,no,18,0,0,0,yes,no,26,3500,yes,no
no,2,1,0,0,0,10,173,yes,no,0,0,0,0,no,yes,2,2435,yes,no
no,2,12,0,162,5,4,171,no,no,14,0,0,0,no,no,13,2223,yes,no
yes,7,13,0,0,0,0,0,yes,no,1,0,0,0,no,no,1,3743,yes,no
yes,9,28,2,111,8,62,76,yes,no,0,0,0,0,yes,no,9,1827,yes,no
no,6,8,0,220,0,99,0,no,no,0,0,18,3,no,yes,2,2708,yes,no
no,10,8,0,56,0,50,47,no,no,1,0,0,0,no,no,21,1583,yes,no
no,4,12,0,0,0,48,1,no,no,0,0,0,0,no,no,1,2192,yes,no
no,9,18,14,9,0,10,1,yes,no,0,0,2,0,no,no,10,2678,yes,no
yes,5,5,1,0,0,3,120,no,no,0,0,0,0,no,no,21,2769,yes,no
no,8,17,0,30,0,40,0,yes,no,39,0,0,0,no,no,8,3623,yes,no
no,2,1,0,0,5,59,17,no,no,0,0,0,0,yes,no,10,1705,yes,yes
no,9,22,0,35,4,117,105,no,no,0,0,0,3,yes,no,9,3409,yes,no
no,9,15,0,0,9,0,151,no,no,0,0,0,0,yes,no,7,2254,yes,no
no,4,8,0,77,0,0,3,no,no,0,0,0,0,no,no,5,2647,yes,no
no,7,13,10,139,0,25,3,yes,no,0,0,1,0,no,yes,20,3623,yes,no
no,7,18,0,157,0,20,118,no,no,4,0,0,0,yes,no,23,3743,yes,no
no,4,19,0,186,0,55,5,no,no,7,0,0,0,no,yes,12,2374,yes,yes
yes,7,10,0,25,7,68,10,no,no,2,0,0,0,no,no,14,1917,no,no
no,2,7,0,87,0,0,0,no,no,2,0,0,0,no,yes,11,3500,yes,yes
no,7,7,1,37,0,23,0,yes,no,0,0,7,0,no,no,1,2527,yes,no
no,8,3,0,0,0,0,0,no,no,0,0,0,1,no,yes,2,3135,yes,no
no,2,20,0,63,0,44,0,yes,no,0,0,0,1,yes,yes,10,2313,yes,no
no,9,9,0,152,0,85,2,no,no,28,32,0,0,no,no,10,1400,no,no
no,6,2,0,22,1,113,2,no,no,0,2,0,0,no,no,11,3074,yes,no
no,10,18,5,78,3,58,7,no,no,0,0,0,0,yes,no,10,2496,yes,no
no,7,9,1,131,0,33,0,yes,no,4,0,0,0,no,no,3,3288,yes,no
no,6,1,0,3,0,0,0,no,no,0,0,0,0,no,no,3,2192,yes,no
no,2,1,0,0,0,29,0,no,no,0,0,0,0,no,yes,9,2192,no,yes
no,10,9,0,95,11,42,40,yes,no,0,0,2,0,yes,no,6,3258,yes,no
no,2,11,1,21,0,0,0,no,no,1,0,0,0,no,yes,2,2678,yes,no
no,5,16,0,104,0,70,0,yes,no,0,0,0,0,no,yes,2,3988,yes,no
yes,10,19,0,0,0,0,62,no,no,0,0,0,0,yes,no,24,2588,yes,no
no,7,24,5,121,0,93,111,no,no,1,0,0,0,no,no,11,2404,yes,no
no,8,6,4,0,0,0,8,yes,no,0,0,0,0,no,no,14,1400,no,no
no,5,16,0,0,0,0,0,no,no,1,0,0,0,no,no,7,4049,yes,no
no,8,24,0,226,2,35,193,no,no,5,0,0,8,yes,no,20,2070,yes,no
no,10,18,11,28,1,43,1,yes,no,0,0,0,64,no,no,6,1431,yes,no
no,6,13,0,4,3,0,12,no,no,0,0,0,0,no,yes,5,2588,yes,no
no,7,10,3,0,0,0,5,yes,no,1,0,0,0,no,no,16,2192,yes,no
yes,5,5,3,563,0,71,6,no,no,48,0,0,0,no,no,7,1948,yes,no
no,7,19,0,34,0,0,0,yes,no,0,0,0,0,no,no,11,2984,yes,no
no,3,14,0,7,0,23,110,no,no,0,0,0,0,yes,yes,11,2435,no,no
no,7,15,5,403,3,2,5,no,no,6,0,0,0,no,no,1,1797,no,no
no,8,5,4,150,3,47,320,yes,no,0,0,0,0,no,no,1,2162,no,yes
no,3,2,0,0,0,0,0,no,no,0,0,0,0,no,no,5,3013,yes,no
no,5,16,1,174,0,7,0,yes,no,0,0,0,0,no,no,5,2892,yes,yes
no,10,16,6,0,0,21,2,yes,no,0,2,19,0,yes,no,32,2192,yes,no
no,6,3,0,0,0,0,0,no,no,0,0,0,0,yes,yes,1,1674,yes,no
no,7,4,2,0,0,0,0,yes,no,0,0,8,0,no,no,0,2678,yes,no
no,5,21,12,110,1,0,11,yes,no,0,0,0,1,no,no,11,2557,no,no
no,8,18,0,0,0,0,26,no,no,0,0,0,0,yes,no,5,1858,no,no
no,4,12,1,35,0,5,0,no,no,33,0,0,3,no,yes,1,2162,yes,no
no,9,13,0,66,0,8,0,no,no,0,0,0,0,no,yes,5,2162,no,no
no,2,9,0,17,7,0,26,yes,no,0,0,0,0,no,no,11,2708,yes,no
no,2,14,0,87,0,42,0,yes,no,2,0,0,0,no,no,11,2892,no,no
no,2,21,0,2,0,8,3,no,no,13,2,0,0,no,no,5,2708,yes,no
no,10,21,14,0,7,48,33,yes,yes,7,0,0,0,no,no,10,3743,yes,no
yes,8,17,0,54,0,3,2,no,no,3,8,0,0,no,yes,19,2557,yes,no
no,8,20,3,40,0,22,7,yes,no,15,0,4,0,no,yes,15,1674,yes,no
no,10,14,0,0,0,0,0,no,no,0,0,0,0,no,no,1,2647,yes,no
yes,1,12,0,0,1,0,129,no,no,0,0,0,0,yes,yes,5,1889,yes,no
no,2,1,0,54,0,0,0,no,no,3,0,0,0,no,yes,0,4049,yes,no
no,9,22,0,326,0,34,0,no,no,0,0,0,5,no,yes,6,3227,yes,no
no,4,16,0,22,0,11,30,no,no,1,0,0,0,yes,no,3,1674,yes,no
no,8,15,0,0,0,8,15,no,no,32,0,0,0,no,no,11,2496,yes,no
no,5,15,9,6,0,3,61,yes,no,7,0,0,0,yes,no,11,2070,yes,no
no,3,18,11,259,5,85,16,no,no,3,18,0,0,yes,yes,16,2404,yes,no
no,8,16,3,95,0,4,0,yes,no,0,0,0,0,no,no,8,2678,yes,no
yes,1,11,2,0,0,46,52,yes,no,12,0,0,7,no,no,22,3927,yes,no
no,5,3,0,145,1,25,60,no,no,0,0,0,0,no,no,14,1492,yes,no
no,3,10,0,0,0,0,1,no,no,2,0,0,0,yes,no,5,3957,no,no
no,4,2,0,199,0,108,12,no,no,10,0,0,0,yes,no,7,2101,yes,yes
no,6,17,0,0,0,0,1,no,no,0,0,0,0,no,no,20,2343,no,yes
no,5,13,0,21,4,9,19,no,no,0,0,0,0,yes,no,1,2466,no,no
no,2,14,0,306,11,96,96,yes,no,0,0,1,0,yes,no,3,1308,yes,no
yes,2,1,0,14,0,10,6,yes,no,0,0,0,30,yes,no,4,4080,yes,no
no,8,7,0,0,1,87,261,no,no,0,0,0,0,yes,no,22,2708,yes,yes
no,7,15,3,0,0,2,1,no,no,3,0,3,6,no,no,7,2769,yes,yes
no,3,12,3,31,11,37,97,yes,no,0,0,0,0,yes,no,2,2070,yes,no
no,9,14,0,178,0,11,70,no,no,0,0,0,0,no,no,15,2343,yes,no
no,7,20,0,0,0,0,1,no,no,12,0,0,0,yes,no,8,2800,yes,no
no,4,21,0,0,0,5,0,no,no,0,0,0,0,no,no,10,1674,no,no
no,8,26,0,159,0,52,3,no,no,8,0,0,0,no,no,1,3988,yes,no
no,5,2,0,0,0,0,0,yes,no,0,0,0,0,no,yes,5,3166,no,no
no,7,3,0,0,1,0,34,no,no,0,0,0,0,yes,yes,12,2039,no,no
no,9,10,0,16,0,15,0,no,no,0,0,0,0,no,yes,1,3319,no,no
yes,4,15,0,205,0,10,10,no,no,3,0,0,0,no,no,5,2192,no,no
yes,8,19,0,92,0,35,2,no,no,0,0,0,0,no,no,14,3319,yes,no
no,6,10,6,145,0,50,0,yes,no,11,0,0,0,no,no,10,2466,yes,no
yes,6,13,0,215,0,69,2,no,no,0,0,0,0,yes,yes,8,2192,yes,no
no,9,2,0,6,0,12,0,no,no,0,0,0,0,no,yes,9,3319,yes,no
no,5,5,0,59,0,99,0,no,no,3,0,0,0,no,yes,3,2831,yes,no
yes,8,13,4,22,0,0,284,no,no,0,0,0,0,yes,no,18,1917,no,no
no,7,14,1,109,0,80,0,yes,no,14,0,0,0,no,yes,11,3957,no,no
no,6,23,0,15,0,10,0,no,no,0,0,2,2,no,yes,1,3684,yes,no
no,6,10,1,0,0,0,0,yes,no,0,0,0,0,yes,no,7,1705,yes,no
no,5,7,0,0,0,0,0,no,no,0,0,0,0,no,yes,10,1613,no,no
no,8,21,0,129,1,32,3,no,no,19,0,0,0,no,yes,32,2557,yes,no
no,6,18,0,0,0,0,0,yes,no,0,0,0,1,no,no,11,3319,no,no
no,8,13,1,0,11,38,71,no,no,1,0,12,7,yes,no,6,2070,yes,no
no,5,3,0,55,0,0,8,no,no,0,0,0,0,yes,no,9,2070,no,no
no,7,4,0,101,0,33,0,no,no,0,0,0,0,no,no,2,3835,yes,no
no,2,5,5,0,0,0,0,no,no,1,0,1,0,no,no,9,2619,yes,no
no,9,10,0,328,0,66,78,yes,no,55,0,0,0,no,no,5,2282,no,no
no,3,17,0,0,0,48,11,no,no,8,0,0,0,no,no,3,3288,yes,no
no,2,16,0,0,0,0,0,no,no,0,0,0,0,yes,yes,11,2009,yes,no
no,8,12,0,127,0,2,5,yes,no,0,0,0,0,no,no,14,2039,yes,no
no,10,25,0,421,4,107,192,no,no,0,0,0,0,yes,no,11,1827,yes,no
no,6,22,0,0,0,0,125,no,no,0,0,0,26,no,no,9,2588,yes,no
no,4,9,0,0,0,2,0,no,no,1,0,0,0,no,yes,6,2953,yes,no
no,8,19,5,29,0,64,105,yes,no,0,0,0,0,yes,no,22,2892,yes,no
no,4,16,0,0,0,0,0,no,no,0,0,0,1,no,no,4,1917,yes,no
no,1,16,0,0,0,0,0,no,no,0,0,0,0,no,no,4,3684,yes,no
no,6,17,0,0,0,0,471,no,yes,0,0,0,0,no,no,4,3470,yes,no
no,8,9,0,1,0,19,8,no,no,9,0,0,0,no,no,6,2223,yes,no
no,3,2,0,0,0,40,1,no,no,0,0,0,0,no,no,9,2192,yes,yes
no,10,21,0,67,0,0,0,no,no,1,0,0,0,no,no,1,2892,yes,no
no,9,7,2,94,0,0,1,yes,no,0,0,0,0,no,yes,2,1400,yes,no
no,10,20,1,14,0,2,1,yes,no,0,0,0,1,no,no,5,2496,yes,no
yes,2,9,0,0,1,0,1,yes,no,0,0,4,0,yes,no,5,2282,yes,no
no,5,19,0,0,0,0,0,no,no,0,0,0,0,no,no,10,2496,yes,no
no,6,18,0,58,0,18,265,no,no,14,0,0,0,no,no,11,2769,no,no
no,5,8,0,0,0,0,0,no,no,0,0,0,2,no,no,6,2131,yes,no
no,8,10,0,290,0,48,0,no,no,2,0,0,0,yes,no,8,1948,yes,no
no,2,1,0,0,0,0,268,no,no,0,0,0,0,yes,no,21,2466,yes,no
yes,10,22,11,0,0,0,114,yes,no,0,0,0,0,no,yes,11,3562,yes,no
no,7,17,0,271,0,97,6,yes,no,7,0,0,0,no,no,5,2769,yes,no
no,9,18,0,0,0,3,0,no,no,3,0,0,0,no,yes,1,3896,yes,no
no,5,1,0,4,0,2,129,no,no,0,0,0,0,no,no,5,1158,yes,no
no,6,3,0,152,0,19,0,yes,no,1,0,0,0,no,no,1,3319,yes,no
no,10,11,0,86,9,30,198,no,no,0,0,0,0,no,yes,0,2708,yes,no
no,7,26,0,0,0,0,110,no,no,0,0,0,0,no,no,5,3500,yes,no
no,9,21,0,0,0,95,16,yes,no,1,0,0,1,yes,no,7,1978,no,no
no,2,21,4,45,0,15,0,no,no,8,0,0,0,no,no,10,2953,yes,no
no,6,13,1,228,0,105,3,no,no,1,0,0,0,no,no,1,2192,yes,no
yes,9,28,0,161,3,93,21,no,no,42,0,0,0,no,no,10,2892,yes,no
no,10,7,0,80,0,56,57,no,no,27,0,0,0,no,no,9,2009,yes,no
yes,10,25,5,47,9,65,71,yes,no,13,0,9,3,yes,no,7,3378,yes,no
no,9,22,0,202,5,68,319,no,no,0,0,0,0,no,no,6,2313,yes,no
no,2,5,0,5,0,4,2,yes,no,0,0,0,0,no,no,9,1066,yes,no
no,4,1,0,0,0,0,0,no,no,0,0,0,0,no,no,6,2527,yes,no
yes,5,9,0,0,0,2,0,no,no,0,0,0,0,no,yes,8,1766,yes,no
no,6,14,2,97,0,6,2,no,no,37,0,0,0,no,yes,15,3409,yes,no
no,8,3,0,0,2,0,15,no,no,0,0,0,0,no,no,7,3562,yes,no
no,2,9,1,17,0,0,6,no,no,0,23,0,0,no,no,24,2892,yes,no
no,2,11,0,0,0,0,0,no,no,1,0,0,0,no,no,9,2739,yes,no
no,5,12,0,83,0,102,48,no,no,0,0,0,0,no,no,5,2131,yes,no
no,5,11,0,2,0,4,193,no,no,0,0,0,0,yes,no,8,2070,yes,no
no,9,21,0,2,0,0,0,no,no,0,0,0,0,yes,yes,11,2282,yes,no
no,3,20,0,0,0,0,0,no,no,1,0,0,0,no,no,5,3531,yes,no
no,8,4,2,0,0,0,0,yes,no,0,0,0,0,no,no,4,3500,yes,no
no,9,17,0,332,0,114,10,yes,no,13,0,0,3,yes,no,7,2557,yes,yes
no,1,14,0,0,0,0,0,no,no,0,0,28,0,no,no,1,2466,yes,yes
no,9,17,1,0,0,0,0,no,no,0,0,0,0,no,yes,8,3774,yes,no
no,5,2,0,0,0,0,0,no,no,0,0,0,0,yes,yes,10,2496,yes,yes
no,4,17,0,0,0,0,0,no,no,0,0,0,0,no,yes,9,3409,yes,no
no,7,4,0,0,0,0,0,no,no,0,0,0,0,no,no,12,3227,yes,no
no,8,10,9,303,0,75,0,yes,no,2,27,0,3,yes,yes,8,4080,no,no
no,8,26,6,181,0,34,25,yes,no,5,1,0,1,no,no,16,2892,yes,no
no,6,23,2,140,0,62,6,yes,no,1,0,0,0,yes,no,13,2496,yes,no
no,2,18,2,58,0,28,199,yes,no,2,0,5,0,yes,no,7,3166,yes,yes
no,3,1,0,0,0,0,2,no,no,0,0,0,0,no,no,9,2435,no,no
no,5,5,2,0,0,0,0,no,no,0,0,23,5,no,yes,4,3013,yes,no
no,8,18,0,134,0,4,0,no,no,2,0,0,0,yes,no,11,2009,yes,no
no,8,3,0,0,0,0,21,no,no,0,0,0,0,no,no,4,2374,yes,no
no,9,10,0,0,0,0,7,no,no,0,0,0,0,no,no,9,2435,yes,no
yes,7,22,0,144,1,50,23,no,no,5,0,0,0,no,no,7,2039,yes,no
no,9,5,0,0,0,1,44,no,no,0,0,0,0,no,no,15,1705,no,no
yes,10,18,5,0,1,47,5,yes,no,5,0,0,0,no,no,24,2192,yes,no
no,7,16,0,0,0,0,0,no,no,0,0,0,0,no,yes,6,2861,yes,no
no,2,6,0,0,0,0,5,no,no,0,0,0,0,no,yes,9,2343,yes,yes
no,8,5,0,0,0,46,7,no,no,2,0,0,0,no,no,9,3197,yes,no
no,10,18,0,0,0,0,0,no,no,0,0,0,0,no,yes,4,3957,yes,no
no,2,12,0,0,0,0,6,no,no,0,0,0,0,no,no,5,3166,no,no
