converted,GameLevel,NumGameDays,NumGameDays4Plus,NumInGameMessagesSent,NumSpaceHeroBadges,NumFriendRequestIgnored,NumFriends,AcquiredSpaceship,AcquiredIonWeapon,TimesLostSpaceship,TimesKilled,TimesCaptain,TimesNavigator,PurchasedCoinPackSmall,PurchasedCoinPackLarge,NumAdsClicked,DaysUser,UserConsole,UserHasOldOS
no,5,5,0,20,0,24,11,yes,no,7,0,0,0,no,no,1,2192,yes,no
no,8,16,0,58,0,0,0,no,no,10,0,0,0,no,yes,5,3804,yes,no
no,10,9,0,21,0,0,209,no,no,0,0,0,0,no,no,16,1217,yes,no
no,4,1,0,18,0,13,2,no,no,0,0,0,0,no,no,6,2922,yes,no
no,2,13,1,0,0,0,3,yes,no,2,0,0,0,yes,yes,18,2588,yes,yes
no,1,18,1,0,0,5,0,no,no,0,0,0,1,yes,no,6,2831,yes,no
no,4,1,0,0,0,0,96,no,no,0,0,0,0,no,no,8,3166,yes,no
no,10,13,0,27,0,19,0,no,no,0,0,0,0,no,no,1,3288,yes,no
no,9,19,17,273,0,51,112,no,no,10,0,4,0,no,no,7,1978,yes,no
no,2,12,0,174,0,49,1,no,no,33,0,0,0,no,yes,20,1674,yes,no
no,6,13,0,17,0,29,78,no,no,0,0,0,0,no,yes,16,2527,yes,no
no,4,16,0,47,0,15,49,yes,no,8,0,0,0,no,no,6,2496,yes,no
no,3,2,0,0,0,50,7,no,no,0,0,0,0,no,yes,1,2527,yes,no
no,6,17,0,0,0,0,1,no,no,0,0,1,0,no,yes,15,2466,yes,no
no,10,1,0,1,0,24,1,no,no,0,0,0,0,yes,yes,10,2466,no,no
no,10,14,4,184,0,60,52,yes,no,0,0,0,0,no,no,15,2527,yes,no
no,2,2,0,236,0,37,30,no,no,47,0,0,2,no,no,6,1766,yes,no
no,2,2,0,0,0,0,8,no,no,0,0,0,0,no,yes,9,2343,no,no
no,7,24,0,157,0,63,4,no,no,0,0,0,0,no,no,5,1797,yes,no
no,6,21,0,0,0,0,52,no,no,14,0,0,0,yes,yes,11,2892,yes,no
no,5,19,0,0,0,0,0,no,no,0,0,0,0,no,no,11,2282,yes,no
no,8,11,0,182,0,0,20,no,no,0,0,0,1,no,yes,21,2374,yes,no
no,4,1,0,0,0,0,3,yes,no,0,0,0,0,no,yes,7,2313,no,yes
no,2,1,0,0,0,3,18,no,no,0,0,0,0,yes,no,4,2223,yes,no
no,9,17,0,0,0,0,42,no,no,8,0,0,0,no,no,7,3350,no,no
no,6,20,16,0,0,16,119,no,no,0,0,0,0,yes,no,5,2739,yes,no
no,2,21,1,306,0,111,377,no,no,15,0,3,0,no,no,23,1158,no,no
no,8,9,0,0,0,9,23,no,no,0,0,0,0,no,no,3,1247,yes,no
no,7,13,0,19,0,92,0,no,no,0,0,0,0,no,no,5,3592,yes,no
no,6,4,0,9,0,0,0,no,no,0,0,0,0,no,yes,8,2282,no,no
yes,8,11,0,0,0,0,12,no,no,0,0,0,0,yes,no,9,2223,yes,no
no,6,23,4,316,0,121,0,yes,no,6,0,0,0,no,yes,1,2009,yes,no
no,9,26,0,354,0,55,0,no,no,10,4,0,11,no,yes,6,1674,yes,yes
no,6,2,0,18,0,0,3,no,no,0,0,0,0,yes,no,8,1858,yes,no
no,9,4,0,34,0,15,13,no,no,0,0,0,1,yes,no,7,2647,yes,no
no,10,22,6,157,1,69,78,no,no,12,0,0,0,yes,no,8,2101,yes,no
no,4,17,3,0,0,5,0,yes,no,2,0,1,0,no,yes,11,3166,no,no
no,5,1,0,71,0,44,4,yes,no,0,0,0,0,no,no,3,1917,no,no
no,3,12,1,203,0,60,23,no,no,57,2,0,0,no,no,6,2374,no,no
no,5,18,10,0,0,1,70,yes,no,2,0,0,0,no,yes,33,2009,yes,no
yes,4,18,0,18,0,0,11,no,no,8,0,0,0,yes,no,24,3927,yes,yes
no,7,12,0,7,0,0,366,yes,no,0,0,0,0,yes,no,21,1858,no,no
no,5,20,0,0,0,0,0,no,no,8,0,1,0,no,no,2,3044,no,no
no,6,11,0,0,0,0,0,no,no,2,0,0,0,no,no,5,2466,no,no
no,1,14,0,69,0,40,2,no,no,0,0,0,0,no,no,1,3044,yes,no
no,7,12,0,118,0,65,374,no,no,7,0,0,0,yes,no,8,2892,yes,no
no,5,4,0,0,0,39,7,no,no,10,0,0,0,no,no,6,2282,yes,yes
yes,10,24,13,249,3,110,99,yes,no,17,0,0,0,yes,yes,20,2588,yes,no
no,10,17,9,0,0,51,4,yes,no,2,0,0,0,yes,no,34,1674,yes,no
no,7,1,0,0,0,12,52,yes,no,0,0,0,0,no,no,3,3135,yes,yes
no,10,10,0,15,0,0,93,no,no,7,0,0,0,no,yes,12,3350,yes,no
no,5,1,0,321,3,103,175,yes,no,0,0,0,3,no,yes,18,3439,yes,no
no,4,19,0,171,0,27,11,no,no,0,0,2,0,no,no,17,2404,yes,no
yes,5,13,1,0,3,23,22,yes,no,0,0,0,2,no,yes,7,3044,yes,no
no,3,4,0,47,0,26,23,no,no,3,0,0,0,no,no,4,3896,yes,no
no,10,21,3,8,0,68,82,no,no,6,0,16,11,yes,no,11,2861,yes,yes
no,10,14,0,0,0,96,25,yes,no,4,0,0,0,yes,yes,1,2647,yes,no
no,10,17,0,0,0,0,0,no,no,15,0,0,0,no,no,0,3350,yes,no
yes,10,11,0,219,1,1,2,no,no,10,0,0,0,yes,yes,30,2343,yes,no
no,10,24,7,126,0,59,8,yes,no,3,0,3,0,no,no,22,3258,yes,no
no,8,12,7,1,6,63,58,no,no,0,0,7,2,yes,no,9,3500,yes,no
no,2,4,0,93,0,29,0,yes,no,0,0,0,0,no,yes,11,2678,yes,no
no,5,16,0,139,0,63,46,yes,no,0,0,0,4,no,no,7,3531,yes,no
no,8,7,3,63,0,54,0,no,no,0,0,0,0,no,no,8,3013,yes,no
no,3,8,0,0,0,31,0,no,no,4,0,0,0,no,no,11,3774,yes,no
no,8,19,0,27,0,24,77,no,no,0,0,0,0,yes,no,7,2343,yes,no
no,9,28,5,178,0,87,0,no,no,0,0,0,0,no,no,5,4049,yes,no
no,9,17,0,67,0,0,1,no,no,30,0,0,0,yes,no,8,2282,yes,no
no,10,23,0,68,0,0,20,yes,no,13,0,0,1,yes,no,27,3135,yes,no
no,5,2,0,0,0,9,4,no,no,0,0,0,0,no,no,11,3197,yes,no
no,5,24,2,31,0,51,0,yes,no,0,0,0,2,yes,no,7,3470,yes,no
no,10,22,5,180,0,57,1,no,no,32,0,0,0,no,no,32,3500,yes,no
no,8,15,0,180,0,89,300,no,no,0,0,0,0,no,no,5,2404,yes,no
no,7,8,0,29,0,26,53,no,no,13,0,0,5,yes,no,0,1917,yes,no
no,6,8,0,3,0,0,4,no,no,0,0,0,2,no,no,0,2466,no,no
no,6,22,0,322,0,77,0,no,no,1,2,0,0,no,yes,10,2831,yes,no
no,6,17,0,210,0,90,0,yes,no,37,0,0,0,no,no,8,3166,yes,no
no,8,22,12,0,0,62,0,yes,no,0,0,0,0,yes,no,9,2557,yes,no
no,1,1,0,29,0,68,474,no,no,4,0,0,5,yes,no,8,1917,no,no
no,6,16,0,0,0,7,0,no,no,6,0,0,0,yes,no,10,2374,yes,no
no,6,13,0,62,3,30,98,no,no,2,0,0,3,yes,no,3,2343,yes,no
no,4,2,0,0,0,0,0,no,no,0,0,0,0,yes,yes,11,2953,yes,no
no,2,18,0,10,0,0,0,no,no,0,0,0,0,no,yes,4,2039,yes,no
no,10,17,0,189,0,80,1,no,no,8,0,0,0,no,no,15,2619,yes,no
no,7,20,1,35,0,45,27,no,no,4,0,0,0,yes,no,6,3197,yes,no
no,2,9,2,0,0,0,0,no,no,0,0,0,1,no,yes,10,4108,yes,no
no,9,4,4,402,1,59,52,no,no,22,3,0,3,no,no,6,1674,yes,no
no,8,13,0,0,0,0,1,yes,no,0,0,0,0,no,yes,13,2739,no,no
no,9,4,3,26,0,0,0,yes,no,5,0,0,0,yes,yes,5,1827,yes,yes
no,6,2,0,0,0,13,3,yes,no,0,0,0,0,yes,no,8,2343,yes,yes
no,9,4,0,23,0,44,458,no,no,16,0,0,0,no,no,2,3623,yes,no
no,9,5,0,4,0,11,302,no,no,1,0,0,2,yes,no,2,2557,yes,no
no,6,3,2,41,0,23,0,no,no,0,0,0,0,no,no,4,2557,yes,no
yes,6,19,9,254,1,63,73,yes,no,6,0,0,4,yes,no,12,4018,yes,no
no,7,18,0,50,1,20,156,yes,no,0,0,8,4,no,no,31,2404,yes,no
no,4,6,0,3,0,0,1,no,no,4,0,0,0,no,no,9,3197,no,no
no,4,5,0,5,0,0,107,no,no,0,0,0,0,no,no,11,2282,yes,no
no,7,7,0,45,0,50,103,no,no,3,0,0,0,yes,no,1,2374,no,yes
no,2,7,0,77,0,0,0,no,no,0,0,0,0,no,no,6,2162,yes,no
no,4,19,0,385,0,69,0,no,no,1,0,0,0,yes,no,0,2922,yes,no
no,6,6,0,27,0,64,8,yes,no,0,0,11,0,no,no,9,1674,yes,no
no,9,10,0,14,0,4,0,no,no,0,0,0,0,no,no,7,3715,yes,no
no,9,21,9,233,0,69,320,yes,no,23,0,0,0,no,yes,4,2192,yes,no
no,2,6,0,0,0,26,7,no,no,0,0,0,1,yes,yes,1,2861,no,no
no,9,12,0,270,1,73,19,no,no,0,0,0,0,yes,no,37,2708,no,no
no,4,1,0,0,0,0,126,no,no,0,0,0,0,yes,yes,17,2282,yes,no
no,10,6,0,52,2,59,10,yes,no,1,0,0,0,yes,no,13,1431,yes,no
no,9,24,0,111,0,38,42,yes,no,7,0,0,0,yes,no,15,3350,yes,no
no,6,18,0,134,0,81,34,no,no,0,0,0,0,yes,no,1,3531,yes,no
no,7,10,0,2,0,18,1,no,no,0,0,0,0,yes,yes,14,2678,yes,no
no,2,17,3,231,1,43,32,yes,no,0,0,0,2,no,no,5,2800,yes,no
no,9,22,0,0,0,0,0,no,no,1,0,0,0,no,no,2,2343,yes,no
no,7,22,0,136,0,7,0,no,no,18,0,0,0,no,no,1,2861,yes,no
no,2,7,0,385,0,85,3,no,no,5,0,0,0,no,yes,6,1583,yes,no
yes,10,27,0,255,0,89,366,no,no,7,0,2,0,no,no,8,2131,yes,yes
no,9,18,0,3,0,55,0,no,no,0,0,1,0,yes,no,1,2101,yes,no
no,2,5,1,122,1,20,63,no,no,0,0,0,0,no,no,12,1644,yes,no
no,1,2,0,0,0,0,0,no,no,0,0,0,0,no,yes,2,1339,yes,no
no,10,18,0,303,0,67,31,no,no,20,0,0,0,no,yes,13,2708,yes,no
no,1,4,0,43,0,0,19,no,no,0,0,0,0,yes,yes,6,2374,no,no
no,4,23,0,21,1,0,65,no,no,2,0,0,8,yes,no,28,2588,yes,no
no,7,11,6,65,0,66,419,yes,no,6,0,4,0,no,no,6,3258,yes,no
no,2,1,0,48,0,20,6,yes,no,0,0,2,0,yes,no,8,1523,yes,no
no,9,2,0,11,0,0,0,yes,no,0,0,0,0,no,no,8,2708,no,no
no,6,16,0,0,0,0,21,no,no,0,0,0,0,no,no,3,2831,yes,no
no,5,13,0,0,0,0,18,no,no,0,0,0,0,no,no,6,2343,yes,no
no,2,6,0,0,0,0,107,no,no,0,0,0,0,yes,no,1,1400,yes,no
no,2,1,0,137,0,18,27,yes,no,3,0,0,0,no,no,11,2282,yes,no
no,2,2,0,0,0,0,0,no,no,0,0,0,0,no,yes,0,2101,yes,no
no,8,19,0,37,0,14,364,yes,no,0,0,0,0,no,no,25,1889,yes,no
no,2,18,3,3,0,19,1,yes,no,0,0,1,0,no,no,34,3470,yes,no
no,9,19,0,100,5,102,197,no,no,12,0,0,0,yes,yes,12,2009,yes,no
no,8,10,0,0,0,1,0,no,no,0,0,0,0,no,no,3,2223,no,no
no,7,21,0,269,1,65,1,no,no,1,0,19,0,no,no,36,2527,yes,no
no,7,16,1,183,0,104,143,no,no,2,0,2,0,yes,no,11,1858,yes,yes
no,5,16,0,0,0,0,0,no,no,0,0,0,0,no,no,10,2496,yes,no
no,7,1,0,26,0,70,5,yes,no,0,0,0,0,no,no,6,2496,yes,no
yes,6,3,0,0,10,0,58,no,no,0,0,0,0,no,no,5,2070,no,no
no,5,7,0,128,0,89,9,no,no,2,0,1,0,no,no,2,1827,no,no
no,1,9,0,0,0,0,0,no,no,0,0,0,0,no,yes,4,2192,yes,no
no,4,14,0,24,0,51,14,no,no,0,0,0,0,no,no,4,2496,yes,yes
no,7,16,0,62,1,86,342,no,no,1,0,0,0,no,no,21,2800,yes,no
no,5,13,1,293,0,71,0,yes,no,0,0,0,33,no,no,6,2678,yes,no
no,1,1,0,0,0,7,0,no,no,0,0,0,0,no,no,1,2282,yes,no
no,7,19,18,0,0,26,349,yes,no,0,0,5,26,no,no,20,1948,yes,no
no,7,5,2,91,0,0,0,yes,no,0,0,0,0,no,yes,2,2404,yes,yes
yes,10,16,2,0,0,0,185,yes,no,0,0,18,0,no,yes,23,2009,yes,no
no,6,7,0,90,0,26,4,no,no,0,0,0,0,no,no,19,3774,yes,no
no,6,15,0,0,0,0,37,no,no,0,0,0,0,no,no,10,3378,yes,no
no,7,9,0,0,0,3,0,no,no,0,0,0,0,no,no,4,2708,no,no
no,6,4,0,249,0,91,3,no,no,0,0,0,0,yes,no,0,2101,yes,no
no,6,20,12,111,0,24,32,yes,no,1,0,0,6,yes,no,6,1674,no,no
no,8,18,0,0,0,0,0,no,no,0,0,0,4,no,no,7,2527,yes,no
no,9,18,0,193,0,21,161,yes,no,0,0,0,0,yes,no,3,1674,yes,no
no,8,1,0,0,0,0,5,no,no,0,0,0,0,yes,yes,3,1978,yes,no
no,8,12,7,81,0,49,27,no,no,71,0,0,1,no,no,10,2162,yes,no
no,6,7,0,26,0,79,248,no,no,10,0,0,0,yes,no,2,2343,yes,no
no,2,2,0,73,0,0,3,no,no,0,0,0,0,no,no,20,2435,yes,no
no,4,9,0,59,9,5,388,no,no,0,0,0,0,no,no,4,2861,yes,yes
no,10,3,0,0,0,0,0,no,no,0,0,0,0,no,no,11,3105,yes,no
no,5,24,0,24,0,0,0,no,no,0,0,0,0,no,yes,5,3835,no,no
no,2,1,0,0,0,0,11,no,no,0,0,0,0,no,yes,13,1917,yes,no
no,2,5,1,0,0,0,0,no,no,0,0,0,0,no,no,5,3988,no,no
no,10,18,15,162,0,104,30,yes,no,12,0,0,0,yes,no,17,2557,yes,no
no,6,25,0,250,0,24,79,yes,no,9,0,0,0,yes,no,5,3074,yes,no
no,3,3,0,0,0,10,45,yes,no,0,0,0,0,yes,yes,2,2192,yes,no
no,9,17,5,301,0,31,18,yes,no,21,0,0,5,no,no,7,2039,yes,no
no,6,20,0,435,0,55,42,no,no,9,0,0,0,no,yes,11,1644,yes,no
no,5,10,0,0,0,31,3,no,no,3,0,0,0,yes,no,10,2404,yes,no
no,8,15,0,91,0,1,0,no,no,0,0,0,0,no,yes,11,3531,no,yes
no,9,8,6,0,1,16,15,yes,no,0,0,0,32,no,no,9,2739,yes,no
no,5,14,0,44,0,0,3,no,no,0,0,0,0,no,no,12,2131,yes,no
no,8,16,0,113,0,5,0,no,no,0,0,0,0,no,no,8,2769,yes,no
no,8,17,0,52,0,0,4,no,no,0,0,0,0,yes,no,20,2557,yes,no
no,9,26,0,378,0,80,0,no,no,2,0,0,0,no,no,1,2374,yes,no
no,4,2,0,0,0,0,0,no,no,3,0,0,0,no,yes,8,2892,yes,no
no,1,1,0,0,0,0,0,no,no,0,0,1,0,no,no,1,3531,no,no
no,10,3,0,0,0,0,0,no,no,0,0,0,0,no,no,6,3166,no,no
no,9,22,14,0,0,0,0,yes,no,0,0,8,25,no,no,5,3319,yes,no
no,10,23,0,18,0,44,3,yes,no,1,0,0,0,no,no,28,2039,yes,no
no,5,20,0,217,0,42,155,no,no,0,0,0,0,no,no,20,2009,no,no
no,6,16,0,130,0,55,1,no,no,23,0,104,0,yes,yes,9,2739,no,no
no,8,20,0,60,0,10,0,no,no,0,0,0,2,yes,no,9,2343,no,no
no,7,1,0,20,1,25,476,yes,no,0,0,0,0,yes,no,18,2313,yes,no
no,2,1,0,238,0,46,138,no,no,0,0,0,0,no,no,9,2254,no,no
no,6,16,0,203,3,62,27,no,no,8,0,0,0,no,no,9,2922,no,no
no,5,6,1,0,0,40,42,no,no,0,0,11,2,yes,no,1,1736,no,no
no,8,14,13,14,0,19,0,yes,no,0,0,0,0,no,no,2,2131,yes,no
no,10,10,0,0,0,48,0,no,no,3,0,0,0,yes,no,9,2039,yes,no
no,2,3,2,0,0,0,37,yes,no,0,0,0,0,yes,no,13,2374,yes,no
no,5,16,0,32,5,85,291,no,no,2,0,0,0,no,yes,33,2282,yes,no
no,2,20,0,2,0,0,48,no,no,0,0,0,0,no,no,18,1613,no,no
yes,10,15,6,311,0,72,111,yes,no,1,0,9,2,no,no,23,2588,no,no
no,5,1,0,0,0,0,193,no,no,0,0,0,0,yes,no,11,2162,no,no
no,7,1,0,0,0,0,409,no,no,0,0,0,0,no,no,21,1674,yes,no
no,5,7,0,0,0,0,264,no,no,0,0,0,0,no,no,5,1858,yes,no
no,10,19,0,64,1,76,32,no,no,0,0,0,0,yes,no,20,2831,yes,no
no,2,2,0,0,0,0,40,yes,no,0,0,0,0,no,no,20,2009,yes,yes
no,10,20,3,0,0,11,319,no,no,0,0,0,0,yes,yes,22,2588,yes,no
no,10,20,0,218,0,2,0,no,no,11,0,0,0,yes,no,3,3013,yes,no
no,3,7,0,246,0,19,56,yes,no,0,0,0,0,no,no,20,2588,no,no
no,2,16,0,0,0,0,0,no,no,0,0,0,0,no,yes,1,3258,no,no
no,7,9,0,26,0,7,67,no,no,5,0,0,0,yes,no,5,2527,yes,no
no,5,12,0,0,0,0,0,no,no,0,0,0,0,no,no,2,2708,no,no
yes,10,19,2,3,0,0,8,yes,no,0,0,0,10,no,no,12,3743,yes,no
no,3,14,0,0,0,0,0,no,no,0,0,0,0,no,no,3,2404,yes,no
no,7,2,0,35,0,45,186,no,no,0,0,0,0,yes,no,3,2953,yes,no
no,5,1,0,32,0,25,67,no,no,1,0,0,0,no,yes,2,2282,yes,no
no,5,1,0,8,0,9,0,no,no,1,0,0,0,yes,no,12,3135,yes,no
no,7,6,0,0,0,7,0,no,no,0,0,2,0,yes,no,11,2678,yes,no
no,7,14,13,95,0,22,22,no,no,0,0,0,0,yes,no,16,1889,yes,no
yes,10,25,1,4,0,0,38,yes,no,0,0,0,0,yes,no,33,2192,yes,no
no,6,11,3,7,0,26,2,yes,no,0,0,0,22,no,no,12,2619,yes,no
no,3,20,0,67,0,13,0,no,no,1,0,0,0,no,no,0,3166,yes,no
no,9,18,0,197,0,9,0,no,no,0,0,0,0,no,no,7,2313,yes,no
yes,9,14,1,213,8,120,343,yes,no,2,0,20,11,yes,no,14,2282,yes,no
no,7,13,0,71,0,107,194,yes,no,11,0,0,0,no,no,8,2039,yes,no
no,7,9,2,3,0,19,1,no,no,0,0,0,0,yes,no,12,2922,no,no
no,1,1,0,0,0,0,0,no,no,0,0,0,0,no,no,0,3105,yes,no
no,9,13,0,2,0,4,2,no,no,0,0,0,0,yes,no,14,1889,yes,no
no,10,15,0,134,0,54,15,yes,no,16,0,1,0,yes,no,13,2892,no,no
no,2,1,0,55,0,0,4,no,no,0,0,0,0,yes,yes,11,1978,yes,no
no,2,6,2,0,0,0,15,no,no,0,0,0,1,yes,no,6,2404,yes,no
no,4,14,0,0,0,0,11,no,no,0,0,0,1,no,no,21,2800,yes,no
no,1,10,0,0,0,0,48,no,no,0,0,0,0,no,no,8,3013,yes,no
no,9,15,0,13,0,11,26,yes,no,0,0,8,19,no,no,14,2254,yes,no
no,8,20,2,0,0,0,68,no,no,5,0,0,0,no,no,22,1889,no,no
no,4,18,2,0,0,0,0,yes,no,1,0,0,0,yes,no,7,1644,yes,no
no,9,14,0,277,0,112,1,no,no,0,0,0,0,no,no,21,3135,no,no
no,8,16,0,0,0,27,8,no,no,0,0,1,0,yes,yes,4,1948,yes,no
no,6,4,0,206,2,91,62,no,no,0,0,9,0,yes,no,24,2343,no,no
no,5,1,1,0,0,28,7,no,no,0,0,0,0,no,yes,1,2466,no,no
no,6,14,0,325,2,117,39,yes,no,21,0,0,0,no,no,0,2192,yes,no
no,8,5,0,0,0,0,0,no,no,9,0,0,0,no,no,7,2619,yes,no
no,8,16,9,29,0,31,334,no,no,0,0,0,6,yes,no,14,1736,yes,no
no,9,7,0,196,1,56,7,no,no,27,0,0,0,no,no,1,2223,yes,no
no,6,1,0,0,0,0,182,yes,no,0,0,1,0,yes,no,15,1917,yes,yes
no,10,16,1,226,0,58,3,yes,no,2,0,0,0,no,no,37,2739,no,no
no,1,11,0,0,0,0,14,no,no,0,0,0,0,no,yes,7,2527,yes,no
no,5,14,1,298,0,34,6,no,no,25,0,0,0,yes,no,6,2800,yes,no
no,9,19,0,0,0,42,31,no,no,0,0,0,0,no,no,7,2101,yes,no
no,2,2,0,29,0,0,0,no,no,9,0,0,2,no,yes,7,3500,yes,no
no,5,1,0,139,0,1,0,no,no,0,0,0,0,no,no,1,2343,yes,no
no,9,16,0,10,1,44,299,no,no,0,5,0,1,yes,no,7,1827,yes,no
no,7,9,0,0,0,0,0,yes,no,0,0,4,0,no,yes,4,2861,no,no
no,6,12,8,0,0,0,62,no,no,0,0,0,0,no,no,10,2678,yes,no
no,6,17,0,0,0,0,0,no,no,0,0,0,0,no,no,0,2892,yes,no
no,10,8,1,209,0,42,8,no,no,16,0,0,0,no,no,9,2374,yes,no
no,2,9,0,106,0,15,0,no,no,0,0,0,0,no,no,6,2374,yes,no
no,10,24,16,50,0,87,410,yes,no,11,0,10,24,no,no,4,2192,yes,no
no,1,5,0,117,0,42,4,no,no,0,0,3,0,no,no,18,2647,yes,no
no,1,20,0,0,0,0,266,no,no,0,0,0,0,no,no,34,1917,yes,no
no,1,4,0,17,0,0,0,yes,no,0,0,0,4,no,yes,12,4018,yes,no
no,8,10,3,59,0,55,5,yes,no,0,0,7,0,no,yes,10,2192,yes,no
no,1,7,0,0,0,0,0,no,no,0,0,0,0,no,no,2,2374,yes,no
no,5,21,0,289,0,77,52,no,no,44,0,0,0,no,no,6,3562,yes,yes
no,10,11,1,16,0,0,0,no,no,3,0,1,1,no,yes,10,2892,yes,no
no,8,7,0,0,0,0,340,no,no,1,0,0,0,no,yes,18,2892,no,no
no,10,24,0,58,5,59,117,yes,no,7,0,0,2,yes,yes,3,3074,yes,no
no,7,19,6,73,0,89,88,yes,no,1,0,18,0,yes,no,2,2435,no,no
no,9,6,0,0,0,0,411,yes,no,7,0,0,0,yes,no,11,2739,yes,no
no,8,6,0,0,0,0,2,no,no,0,0,0,0,no,no,14,3197,yes,no
no,9,2,0,0,0,3,0,no,no,1,0,0,0,no,no,12,2192,yes,no
no,10,19,0,25,1,28,70,no,no,5,0,0,0,no,no,12,2343,yes,yes
no,8,17,0,0,0,28,0,no,no,0,0,0,0,no,no,7,2922,no,yes
no,8,22,1,224,0,30,0,no,no,5,0,0,0,no,yes,8,3319,yes,yes
no,9,19,3,46,0,47,15,no,no,1,0,0,1,yes,no,12,1766,yes,no
no,2,15,0,0,0,0,0,no,no,1,0,5,0,no,yes,1,3774,yes,no
no,7,18,0,0,0,0,0,no,no,0,0,0,0,no,no,12,3044,yes,no
no,7,11,0,71,0,63,270,no,no,5,0,0,0,yes,no,1,2496,yes,no
no,7,4,0,527,0,19,3,no,no,0,0,0,0,no,yes,34,3592,yes,no
no,5,2,0,0,0,0,1,no,no,0,0,0,0,no,yes,11,3684,no,no
no,6,19,0,165,0,60,0,yes,no,0,0,0,0,no,no,7,3865,yes,no
no,8,20,2,0,0,10,119,no,no,0,0,0,0,yes,no,25,1583,no,yes
no,10,25,0,66,0,53,92,yes,no,10,0,0,0,yes,no,7,1797,yes,no
no,5,6,0,0,0,0,263,no,no,0,0,0,0,yes,no,4,2009,no,no
no,6,20,0,65,0,13,289,no,no,4,0,0,1,no,no,4,2861,yes,no
no,8,17,2,12,0,99,34,no,no,0,0,8,45,no,no,12,1827,no,no
no,10,25,2,91,0,19,13,no,no,7,0,0,2,no,no,3,2223,yes,no
yes,10,16,0,9,2,57,4,no,no,0,0,0,10,no,no,4,2678,yes,no
no,9,11,0,17,0,1,0,no,no,12,2,0,0,no,no,3,2343,yes,no
no,4,8,0,222,0,21,0,yes,no,0,1,1,0,no,yes,3,3135,yes,no
no,8,18,3,51,0,4,0,no,no,1,0,0,0,no,no,7,3896,yes,no
no,9,17,0,0,0,0,0,no,no,0,0,0,0,no,no,6,4049,yes,no
no,5,1,0,0,0,0,5,no,no,0,0,0,0,yes,no,0,3258,yes,no
no,6,10,5,0,0,7,7,yes,no,0,0,0,2,yes,no,7,2769,yes,no
no,5,17,1,1,0,23,0,yes,no,0,0,0,0,no,yes,2,2466,yes,no
no,6,3,0,7,0,0,19,no,no,0,0,0,0,no,no,8,2769,no,no
no,6,19,0,55,10,120,102,no,no,1,0,0,0,yes,no,5,3988,yes,no
no,9,3,0,0,0,91,1,yes,no,0,0,0,1,no,no,7,2678,yes,no
no,10,18,0,136,0,103,38,no,no,3,0,0,0,yes,no,21,2070,no,no
no,6,14,0,0,0,0,93,no,no,0,0,0,0,no,yes,1,4139,yes,no
no,7,5,0,102,0,12,0,no,no,0,0,0,0,no,yes,9,3135,yes,no
no,5,8,0,223,0,66,448,no,no,0,0,0,0,no,no,15,2769,yes,no
no,9,1,0,0,0,0,29,no,no,0,0,0,0,no,no,0,1917,yes,no
no,5,16,7,26,0,0,2,yes,no,1,0,0,8,no,no,3,2223,no,no
no,6,14,0,57,0,1,20,no,no,32,0,0,0,yes,no,5,3074,yes,no
yes,7,16,3,5,1,3,20,no,no,0,0,0,0,no,no,10,2343,yes,no
no,1,10,4,0,0,30,16,no,no,0,0,0,8,yes,no,11,2254,yes,no
no,6,14,0,14,0,21,0,no,no,0,0,0,0,yes,no,4,1889,no,no
no,5,7,0,0,0,0,0,no,no,0,0,0,0,no,no,7,2861,yes,yes
no,6,22,3,0,0,0,4,no,no,15,0,0,0,no,yes,38,2466,yes,no
no,8,19,0,72,0,65,10,no,no,0,0,0,2,yes,no,15,3531,yes,no
no,9,18,0,0,0,10,428,no,no,0,0,0,0,yes,no,3,1827,yes,no
no,3,15,0,0,0,0,141,no,no,0,0,0,0,no,no,14,2647,yes,no
no,8,13,0,60,0,0,0,yes,yes,1,0,0,0,no,no,2,2192,yes,no
no,5,5,0,0,0,0,3,yes,no,0,1,2,21,yes,no,25,2922,yes,no
no,2,2,0,71,0,15,63,no,no,1,0,0,0,yes,yes,8,2374,no,no
no,7,19,0,26,0,0,0,no,no,0,0,0,0,no,no,1,2282,no,no
no,8,25,0,45,3,61,66,no,no,7,0,1,0,no,no,20,2313,yes,yes
no,6,4,0,2,0,0,3,yes,no,0,0,0,0,no,yes,24,3743,yes,no
no,2,10,0,0,0,0,90,no,no,1,0,0,0,no,no,1,2282,yes,no
no,8,18,3,0,0,12,275,no,no,0,0,17,0,yes,no,15,1705,no,no
no,3,1,0,7,0,0,0,no,no,0,0,0,0,no,yes,5,2131,no,no
no,5,5,0,120,0,40,0,no,no,34,0,9,3,no,no,9,2527,yes,no
no,4,10,0,0,0,0,0,no,no,0,0,0,0,no,no,11,3865,yes,no
no,6,12,1,174,0,23,8,yes,no,8,0,0,0,no,no,11,2192,yes,no
no,5,13,0,0,0,0,11,no,no,1,0,0,0,no,yes,19,2404,yes,no
no,10,27,18,0,0,67,51,yes,no,14,0,43,1,no,no,37,2953,no,no
no,4,13,1,0,0,0,0,no,no,0,0,2,0,no,no,11,2708,yes,no
no,8,3,0,0,0,19,0,no,no,27,0,0,0,yes,no,2,1948,yes,no
no,8,12,0,0,0,0,2,no,no,1,0,0,0,yes,yes,6,2070,yes,no
